696537	Puede que él conozca esta historia.	1253122	Snadź wón znaje tutu stawiznu.
1138793	No negociamos con terroristas.	1197488	Njewuradźujemy z teroristami!
1256262	¿Cuántas lenguas hay en Europa?	1256247	Kelko rěčow je w Europje?
1875729	Lo vemos todos los días.	3829363	Widźimy jeho kóždy dźeń.
449153	¿Cómo te llamas?	1195869	Kak ty rěkaš?
4409912	Mi pañuelo es azul.	4332281	Mój nósnik je módry.
4409915	Mi pañuelo tiene agujeros.	4332276	Mój nósnik ma dźěry.
4409918	No tengo ningún cocodrilo.	4332223	Nimam krokodila.
4409919	¿Hay pan?	4332161	Je chlěb?
562035	¿Cuántos hermanos tienes?	1201844	Kelko bratrow maš?
3590840	No quiero ser un oso.	2885603	Nochcu z mjedwjedźom być.
1198500	Por favor, apaga la radio.	1197267	Wuzamkuj prošu radijo.
2166760	Tom todavía está en la cama.	3798652	Tom je hišće we łožu.
1195936	Me gusta comer pastel.	1195636	Jěm rady tykanc.
4728508	Somos de Alemania.	3798137	Smój z Němskeje.
4728509	Ambos somos de Alemania.	3798137	Smój z Němskeje.
4728508	Somos de Alemania.	3798134	Smy z Němskeje.
2906488	¿Sabes lo que tienes que hacer?	3839017	Wěš, što maš činić?
1254413	Los gatos no comen plátanos.	1254097	Kóčki nježeru banany.
341469	Tengo muchos libros.	1195627	Mam wjele knihow.
9237018	Es una foto de mi familia.	8650842	To je foto mojej swójby.
9237021	¿Dónde está mi elefante?	8650424	Hdźe je mój słon?
1788622	Ella no es ni rica ni famosa.	1279239	Wona njeje bohata ani sławna.
5733362	Bebo.	9832443	Piju.
6701972	Como.	9832463	Jěm.
1384559	Ella come.	9832502	Wona jě.
528431	¡Buenas noches!	9833945	Dobru nóc!
2507852	Buenas noches.	9833945	Dobru nóc!
2011085	Hablo español.	9835704	Rěču španisce.
5257419	El libro es negro.	9860633	Kniha je čorna.
