2495	Yo estaba en las montañas.	741354	HuDDaq jIHpu'.
2537	Si yo pudiera ser así...	741356	vIrurlaHchugh jIH...
2755	¡Muchas gracias!	761334	qatlho'qu'!
2872	¿Quién quiere chocolate caliente?	767623	yuch tuj neH 'Iv?
2974	¿Dónde están los servicios?	1069529	nuqDaq 'oH puchpa''e'?
330124	¿Puedo entrar?	1471157	jI'ellaH'a'?
330156	Todas las personas deben seguir la ley.	762562	chut lupabnIS Hoch nuvpu'.
330657	Mi hermana mayor va a la universidad.	769603	'ampaSDaq HaD be'nI''a'wI'.
339237	¡Buen viaje!	758499	lenglIj DatIvjaj!
339338	Este libro es tuyo.	754949	paqlIj 'oH paqvam'e'.
339523	Yo no tengo tiempo para viajar.	1098960	lengmeH poH vIghajbe'.
339794	Me gustaría tomar chocolate caliente.	767627	yuch tuj vItlhutlh vIneH.
339957	Él perdió el conocimiento a mitad de su discurso.	1453958	SoQ jatlhtaHvIS vulchoHpu'.
340199	El sombrero voló con el viento.	738832	SuS tlhejpu' mIv.
341469	Tengo muchos libros.	1195647	paqmey law' vIghaj.
345078	Descubrimos ruinas de una civilización antigua.	1123290	tayqeq tIQ pIgh wItu'pu'.
346579	Había dos mujeres a bordo.	1368276	DujDaq cha' be'pu' lutu'lu'.
347462	Mi padre toma un café todas las mañanas.	1169395	Hoch po wa' qa'vIn tlhutlh vavwI'.
360361	Probablemente llueva.	1116272	ghaytan SIS.
378542	Voy a ir.	1074938	jImej.
432192	Me encantan los viajes.	1117944	lengmey vImuSHa'.
434205	Mi abuelo tiene un televisor antiguo que me quiere regalar.	1459907	HaSta jIH tIQ munobqangbogh ghaj vavnI'wI'.
434377	¿Puedo pagar con una tarjeta de crédito?	1811925	jIDIlmeH Huch chaw' vIlo'laH'a'?
434463	¡Felicitaciones!	752974	qaHoy'.
436194	¿Cuánto cuesta?	2324771	Dochvetlh DIlmeH Huch 'ar DaneH?
436378	¡Tengo hambre!	741319	jIghung!
436516	No bebo café.	788311	qa'vIn vItlhutlhbe'.
436820	Necesito un chocolate caliente.	767632	yuch tuj vIghajnIS.
449333	Abre los ojos.	695421	mInDu' tIpoSmoH!
451714	Ella es mi novia.	1129897	parmaqqaywI' ghaH.
455944	Estoy comprando fruta y chocolate.	767634	naH yuch je vIje'lI'.
