2639	Te quiero.	735094	Ľúbim ťa.
2754	¿Son todos iguales?	572294	Sú všetci rovnakí?
2936	La vida es bella.	600004	Život je pekný.
10673	Ese anciano cruzó la carretera con gran precaución.	1336584	Starý muž prešiel cez cestu opatrne.
451714	Ella es mi novia.	2430535	Ona je mojou priateľkou.
455828	Estoy aburrido.	3669326	Nudím sa.
483422	¡Vete a la mierda!	1059543	Choď do piči!
526937	Me pica la oreja.	572321	Svrbí ma ucho.
537809	El cielo y el infierno existen en el corazón del hombre.	1036375	Nebo a peklo existujú v srdci človeka.
540014	Mi casa está cerca de la estación de tren.	572301	Môj dom je blízko vlakovej stanice.
540359	La parada de autobús está cerca de nuestra escuela.	572304	Zastávka autobusu je blízko našej školy.
544306	Tendré que pedirle permiso a mis padres para ir al baile contigo.	1036417	Musím dostať povolenie od rodičov, aby som mohla ísť s tebou tancovať.
576595	Esa chica habla inglés y alemán.	1008505	To dievča hovorí po anglicky a nemecky.
638162	En verano el sol sale alrededor de las 4 a.m. en Inglaterra.	1037271	V lete v Anglicku vychádza slnko okolo štvrtej ráno.
742966	¿Qué dijiste?	1059728	Čo si povedal?
850013	Ella estaba estudiando en medio del cuarto.	1005019	Ona stála v strede izby.
884184	Estaba enfadada. Por eso se quedó callada.	1338204	Hnevala sa. Preto bola ticho.
884196	No sabía nada.	1338280	Nič som nevedel.
884199	La niña fue a la escuela a pesar de estar enferma.	1338291	Dievča šlo do školy aj keď bolo choré.
896645	¿Por qué estás sola?	1035706	Prečo si sama?
974446	La vida no es fácil.	748398	Život nie je ľahký.
977525	Es más económico que los fertilizantes químicos.	1036368	Je to lacnejšie ako chemické hnojivá.
998349	¿Alguna vez te has teñido el pelo?	1036130	Farbil si si niekedy vlasy?
1036125	Ella le miró con enfado.	1036126	Pozerala naňho nahnevane.
1037284	Camarero, necesito un trago.	1037278	Barman, dal by som si drink.
1059895	Tú mataste a mi padre.	1059901	Ty si zabil môjho otca.
1060000	Me salvaste la vida.	1060004	Zachránil si mi život.
1060900	¡Qué aburrimiento!	1338028	Aké nudné!
1060925	Tengo un visado de turista.	1338062	Mám turistické víza.
3666497	Quiero que cantes.	1062838	Chcem, aby si spieval.
3666497	Quiero que cantes.	1062839	Chcem, aby si spievala.
1082422	Viven cerca.	2226172	Bývajú blízko.
1121768	¿Hablas albanés?	1044698	Hovoríš po albánsky?
1143554	¿Cuántos tractores vendiste la semana pasada?	2230561	Koľko traktorov si predal minulý týždeň?
1290466	Alguien llamó a la puerta.	1336489	Niekto klopal na dvere.
1290475	Tú siempre llegas tarde.	1336537	Chodiš stále neskoro.
1290479	Tom se bajó del árbol.	1336543	Tomáš zliezol zo stromu.
1414399	Ayer era jueves.	1318129	Včera bol štvrtok.
1438991	¡Ábrete, Sésamo!	1336501	Sézam, otvor sa!
1668869	No podemos encontrar una buena máquina de coser en ningún lado.	1865195	Nikde nemôžeme nájsť dobrý šijací stroj.
1678581	Lo siento, te quiero.	1065083	Prepáč, ľúbim ťa.
1848311	¿Para qué firma trabajas?	878652	Pre ktorú firmu pracuješ?
2155611	Está nevando en París.	2155659	Sneží v Paríži.
2332843	¿Dónde está la mujer?	2430534	Kde je žena?
2397935	No vivimos en Boston.	2429456	Nežijeme v Bostone.
2437400	Ya no lo amo.	1338573	Už ho neľúbim.
2535613	¿Es este un padrillo o una yegua?	2535606	Je to žrebec alebo kobyla?
2535625	¿Es este un garañón o una yegua?	2535606	Je to žrebec alebo kobyla?
3668664	Soy aburrido.	3669225	Som nudný.
3850914	Eres muy bonita.	2151963	Si veľmi krásna.
2120624	Es muy bonita.	2151964	Ste veľmi krásna.
449153	¿Cómo te llamas?	1816748	Ako sa voláš?
589026	La casa está fría.	2429371	Dom je studený.
2492087	¿Puedo besarte?	2914711	Môžem ťa pobozkať?
1044753	Portugal tiene sólo un vecino y es España.	1044751	Portugalsko má len jedného suseda, a to Španielsko.
518434	¿Dónde estamos?	1047896	Kde sme?
4438163	Sé que tienes las manos ocupadas.	2913754	Viem, že máš plné ruky.
2717704	Tenéis tres gatos.	2716873	Máte tri mačky.
4536169	¡Resuelve el problema!	1865206	Vyrieš ten problém!
4543879	En mi cuarto no hay ningún reloj.	2226107	V mojej izbe nie sú žiadne hodiny.
4587004	¡Nos vemos mañana!	1338477	Uvidíme sa zajtra!
571847	Este libro es de Tony.	4642172	Táto kniha je Tonyho.
571852	Él se quejaba del ruido.	4642178	Sťažoval sa na hluk.
1321020	Estoy en el jardín.	1317950	Som v záhrade.
4701773	Tiene veinte niños.	4708553	Má dvadsať detí.
4703684	He hablado con el embajador polaco.	4708560	Rozprával som sa s poľským veľvyslancom.
3600592	¿Puedes parar de gritar?	4708576	Môžeš prestať kričať?
4522619	Mantuvo su promesa.	4708593	Dodržal svoj sľub.
521050	Me recuerdas a tu padre.	4708597	Pripomínaš mi tvojho otca.
520748	El cielo está lleno de estrellas.	4708595	Obloha je plná hviezd.
918977	Ahora tienen tres hijos.	4708589	Teraz majú tri deti.
4708634	Hice un par de cambios.	4708582	Urobil som pár zmien.
1195936	Me gusta comer pastel.	4722429	Jem rád koláč.
2906488	¿Sabes lo que tienes que hacer?	4744185	Vieš, čo máš robiť?
593879	¿Quién sabe?	4927559	Kto vie?
4952303	Busco a mis amigos.	4952298	Hľadám svojich priateľov.
436394	Estoy buscando a mis amigos.	4952298	Hľadám svojich priateľov.
459183	Estoy buscando a mi hermano.	4952296	Hľadám svojho brata.
4952306	Busco a mi hermano.	4952296	Hľadám svojho brata.
4623182	El japonés es mi lengua materna.	2916536	Japončina je môj materinský jazyk.
3870343	Este es nuestro principal objectivo.	4959254	Toto je naš hlavný cieĺ.
4964155	Suena el timbre.	4964156	Zvoní zvonček.
5043288	Tom está tosiendo.	1812801	Tom kašle.
622281	Bésame.	1318513	Pobozkaj ma.
356203	¿Quién eres?	1338575	Kto si?
1254413	Los gatos no comen plátanos.	1812735	Mačky nejedia banány.
1258394	El verano ha terminado.	578497	Leto sa skončilo.
5235672	Me acuerdo de ellos.	4403643	Pamätám si ich.
5235674	Me acuerdo de ellas.	4403643	Pamätám si ich.
1044678	¡Hablas bien francés!	1044663	Hovoríš dobre po francúzsky!
2874	No entiendo.	2325462	Nerozumiem.
1216399	Esto no es caro.	5735551	To nie je drahé.
2383121	Tom es cirujano.	5842387	Tom je chirurg.
341469	Tengo muchos libros.	4722432	Mám veľa kníh.
4770197	Me voy de compras.	6165588	Idem nakupovať.
6172296	El libro es chico.	2155072	Kniha je malá.
1993775	¿Quién se ríe ahora?	6370092	Kto sa teraz smeje?
6563515	Me encantan los idiomas.	2229138	Mám rád jazyky.
6710451	Generalmente vende a precios muy bajos.	6370132	Zvyčajne predáva za veľmi nízke ceny.
1505974	Me duele el corazón.	4712310	Bolí ma srdce.
5017720	¡Vestite!	7316476	Obleč sa!
5138375	Tiene un buen salario.	8448781	Má dobrou výplatu.
8540882	No se le puedo dar a ellos.	8540888	Nemôžem im ho dať.
2181191	Mi apartamento está cerca.	4747297	Môj byt je blízko.
8655954	¡Repite tu nombre!	4405685	Zopakuj svoje meno!
4554134	Miau.	9051105	Mňau.
2826297	No soy tan alto como Tom.	9095374	Nie som tak vysoký ako Tom.
2831824	Canto.	9115789	Spievam.
382058	¡Gracias!	1065447	Ďakujem.
3594305	Gracias.	1065447	Ďakujem.
2621	Realmente no eres tonto.	8865618	Ty naozaj nie si hlúpy.
2748	¡Eres un ángel!	8876434	Ty si anjel!
2430801	Sos un ángel.	8876434	Ty si anjel!
436516	No bebo café.	9753705	Nepijem kávu.
8298161	Tom es inocente.	9754162	Tom je nevinný.
3305462	Escribo versos.	8996755	Píšem básne.
3308723	El gato está escribiendo un libro.	9793692	Mačka píše knihu.
1788622	Ella no es ni rica ni famosa.	1812925	Ona nie je bohatá ani slávna.
1193723	Nadie sabe.	9810714	Nikto nevie.
1139222	Nadie lo sabe.	9810714	Nikto nevie.
456184	Es medianoche.	9813442	Je polnoc.
2152662	Era medianoche.	9813451	Bola polnoc.
5733362	Bebo.	9829608	Pijem.
2252749	Bebo café.	9829627	Pijem kávu.
9443852	Bebo vino.	9829675	Pijem víno.
5745781	Bebo agua.	9201703	Pijem vodu.
8990366	Bebemos té.	9829687	Pijeme čaj.
4558664	Beben mucho.	9829716	Veľa pijú.
6701972	Como.	9830542	Jem.
8844811	Ellos comen tomates.	9830599	Jedia rajčiny.
8844813	Ellas comen tomates.	9830599	Jedia rajčiny.
8844813	Ellas comen tomates.	9830600	Jedia paradajky.
8844811	Ellos comen tomates.	9830600	Jedia paradajky.
871276	Ellos comen mucho arroz.	9830613	Jedia veľa ryže.
3127604	Comemos arroz.	9830675	Jeme ryžu.
1384559	Ella come.	9832497	Ona je.
2011085	Hablo español.	9835702	Hovorím španielsky.
5070184	El amor es posible.	9843116	Láska je možná.
5257409	El libro es rosa.	9857779	Kniha je ružová.
5257416	El libro es azul.	9857820	Kniha je modrá.
5257419	El libro es negro.	9857826	Kniha je čierna.
